food_name,calcium_tier,vitk_tier,iron_tier,potassium_tier,magnesium_tier,zinc_tier,tyramine_tier,calcium,iron,magnesium,potassium,vitk,zinc,acid_tier
"Minerals, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S39",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,17.0,1.41,22.9,195.0,,0.45,LOW
"Minerals, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S20",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,17.0,1.31,23.4,182.0,,0.62,LOW
"Minerals, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S3H",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,15.0,1.43,22.9,197.0,,0.59,LOW
"Minerals, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (VA,CA1) - NFY090S29",LOW,LOW,LOW,LOW,MEDIUM,LOW,LOW,20.0,0.87,21.9,180.0,,0.55,LOW
"Minerals, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (VA,NC) - NFY090S2S",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,18.0,1.49,22.6,191.0,,0.66,LOW
"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S3Z",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,10.0,1.33,21.3,185.0,,0.56,LOW
"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CA2,NC) - NFY090S4I",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,21.0,2.0,23.9,184.0,,0.62,LOW
"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S4Q",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,20.0,1.97,24.7,175.0,,0.76,LOW
"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S4Z",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,20.0,1.66,23.6,187.0,,0.58,LOW
"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S3Q",LOW,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,22.0,1.92,26.6,178.0,,1.03,LOW
"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S57",LOW,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,20.0,1.27,24.8,189.0,,1.11,LOW
"Minerals, Tuna, canned, in water, drained solids, store brand,  AMERICAS CHOICE &  KROGER (IN,NY) - NFY090S5G",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,13.0,1.83,22.4,180.0,,0.77,LOW
"Minerals, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - NFY090S6X",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,17.0,1.64,23.1,181.0,,0.63,LOW
"Minerals, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  MIDWEST COUNTRY FARE (FL,MO) - NFY090S6P",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,17.0,1.71,21.1,184.0,,0.82,LOW
"Minerals, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5P",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,14.0,1.78,23.6,161.0,,0.96,LOW
"Minerals, Tuna, canned, in water, drained solids, store brand,  MY ESSENTIALS &  SUNNY SELECT (CA2,NC) - NFY090S68",LOW,LOW,MEDIUM,LOW,LOW,LOW,LOW,14.0,1.32,19.1,172.0,,0.51,LOW
"Minerals, Tuna, canned, in water, drained solids, store brand,  SAFEWAY &  SHOP RITE (CO,CT) - NFY090S6G",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,15.0,2.4,21.7,180.0,,0.59,LOW
"Minerals, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907MX",HIGH,LOW,HIGH,LOW,MEDIUM,LOW,LOW,330.0,3.34,23.6,90.0,,0.76,LOW
"Minerals, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NH",HIGH,LOW,HIGH,LOW,MEDIUM,LOW,LOW,342.0,3.65,23.7,91.0,,0.75,LOW
"Minerals, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OL",HIGH,LOW,HIGH,LOW,MEDIUM,LOW,LOW,343.0,3.86,24.8,97.0,,0.8,LOW
"Minerals, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PP",HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,450.0,2.57,38.9,143.0,,1.21,LOW
"Minerals, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907P5",HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,452.0,2.76,37.9,155.0,,1.17,LOW
"Minerals, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907IG",MEDIUM,LOW,HIGH,LOW,MEDIUM,LOW,LOW,105.0,3.17,27.4,116.0,,0.88,LOW
"Minerals, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IR",MEDIUM,LOW,HIGH,LOW,MEDIUM,LOW,LOW,135.0,3.14,22.4,120.0,,0.68,LOW
"Minerals, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LI",MEDIUM,LOW,HIGH,LOW,LOW,LOW,LOW,198.0,3.57,19.1,115.0,,0.76,LOW
"Minerals, White bread, store brand, KROGER BREAD (IN1) - NFY0907I5",MEDIUM,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,115.0,2.11,22.2,114.0,,0.75,LOW
"Minerals, White bread, store brand, KROGER BREAD (MI1) - NFY0907L7",LOW,LOW,HIGH,LOW,MEDIUM,LOW,LOW,99.0,4.03,24.6,117.0,,0.86,LOW
"Minerals, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JO",MEDIUM,LOW,HIGH,LOW,MEDIUM,LOW,LOW,146.0,3.59,24.8,127.0,,0.83,LOW
"Minerals, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KL",MEDIUM,LOW,HIGH,LOW,MEDIUM,MEDIUM,LOW,110.0,3.9,29.5,129.0,,1.07,LOW
"Minerals, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J2",MEDIUM,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,172.0,2.86,22.1,108.0,,0.81,LOW
"Minerals, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907JZ",MEDIUM,LOW,HIGH,LOW,MEDIUM,LOW,LOW,123.0,4.36,22.1,88.0,,0.8,LOW
"Minerals, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KA",MEDIUM,LOW,HIGH,LOW,MEDIUM,LOW,LOW,167.0,3.7,22.6,111.0,,0.75,LOW
"Minerals, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JD",LOW,LOW,HIGH,LOW,MEDIUM,MEDIUM,LOW,87.0,3.09,44.3,156.0,,1.22,LOW
"Minerals, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OH",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,183.0,2.09,71.7,308.0,,1.87,LOW
"Minerals, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q2",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,166.0,2.19,66.2,247.0,,1.74,LOW
"Minerals, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204P9",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,109.0,2.29,75.5,252.0,,1.8,LOW
"Minerals, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M4",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,244.0,2.41,80.9,207.0,,1.78,LOW
"Minerals, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QU",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,183.0,1.83,68.4,254.0,,1.59,LOW
"Minerals, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RL",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,249.0,2.36,75.6,215.0,,1.73,LOW
"Minerals, Whole wheat bread, Store brand/other (CA2,CT) - NFY1204RD",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,118.0,2.78,85.5,252.0,,2.08,LOW
"Minerals, Whole wheat bread, Store brand/other (FL,MO) - NFY1204S4",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,148.0,2.25,78.6,244.0,,1.57,LOW
"Minerals, Whole wheat bread, Store brand/other (IN,NY) - NFY1204QL",MEDIUM,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,120.0,4.61,76.5,248.0,,1.81,LOW
"Minerals, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SE",MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,113.0,2.77,87.1,273.0,,1.67,LOW
"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (AL,CA1) - NFY120OP8",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,99.0,0.07,10.0,124.0,,0.43,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (CA2,NC) - NFY120OPE",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,98.0,0.18,10.1,125.0,,0.43,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (CO,CT) - NFY120OPU",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,98.0,0.08,10.0,124.0,,0.44,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (FL,MO) - NFY120OQ0",MEDIUM,LOW,LOW,LOW,LOW,LOW,MEDIUM,102.0,0.15,10.8,127.0,,0.45,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (IN,NY) - NFY120OOT",MEDIUM,LOW,LOW,LOW,LOW,LOW,MEDIUM,102.0,0.14,10.3,122.0,,0.44,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (MI,OK) - NFY120OQH",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,97.0,0.07,10.2,121.0,,0.43,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (AL,CA1) - NFY120ON8",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,95.0,0.05,11.1,149.0,,0.44,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA2,NC) - NFY120ONG",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,94.0,0.08,10.3,142.0,,0.47,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO,CT) - NFY120ONZ",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,98.0,0.06,11.2,151.0,,0.47,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (FL,MO) - NFY120OO6",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,92.0,0.05,10.4,140.0,,0.43,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMP",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,92.0,0.07,10.2,142.0,,0.45,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (MI,OK) - NFY120OOK",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,93.0,0.06,10.7,146.0,,0.43,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA1,OK) - NFY120OQQ",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,92.0,0.06,10.0,121.0,,0.47,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA2,CO) - NFY120ORZ",MEDIUM,LOW,LOW,LOW,LOW,LOW,MEDIUM,103.0,0.12,10.8,143.0,,0.51,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (FL,CT) - NFY120PA5",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,96.0,0.06,10.3,129.0,,0.52,MEDIUM
"Minerals, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (NY,NC) - NFY120ORD",LOW,LOW,LOW,LOW,LOW,LOW,MEDIUM,95.0,0.06,10.2,121.0,,0.51,MEDIUM
"Mission Figs, Dried, Region 1, n/a, No, Minerals  - NFY01",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,166.0,2.06,65.0,707.0,,0.49,LOW
"Mission Figs, Dried, Region 1, n/a, No, Vitamin K  - NFY0",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,6.9,,LOW
"Mission Figs, Dried, Region 2, n/a, Yes, Minerals  - NFY0",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,167.0,2.1,63.1,760.0,,0.48,LOW
"Mission Figs, Dried, Region 2, n/a, Yes, Vitamin K  - NFY",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,6.5,,LOW
"Mission Figs, Dried, Region 3, n/a, Yes, Minerals  - NFY0",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,159.0,1.72,63.3,703.0,,0.44,LOW
"Mission Figs, Dried, Region 3, n/a, Yes, Vitamin K  - NFY",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,6.65,,LOW
"Mission Figs, Dried, Region 4, n/a, No, Minerals  - NFY01",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,166.0,1.9,65.3,773.0,,0.5,LOW
"Mission Figs, Dried, Region 4, n/a, No, Vitamin K  - NFY0",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,5.7,,LOW
"Mushroom, beech",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.4325,0.7388,10.49,375.9,,0.4978,LOW
"Mushroom, crimini",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,4.105,0.3115,10.25,380.3,,0.5123,LOW
"Mushroom, enoki",LOW,LOW,MEDIUM,HIGH,LOW,LOW,LOW,1.432,1.275,12.84,402.3,,0.4815,LOW
"Mushroom, king oyster",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.0,0.3381,13.51,294.5,,0.6254,LOW
"Mushroom, lion's mane",LOW,LOW,LOW,HIGH,LOW,LOW,LOW,0.0,0.6883,11.72,443.3,,0.7448,LOW
"Mushroom, maitake",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.0,0.2089,11.04,260.0,,0.7629,LOW
"Mushroom, oyster",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.0,0.6981,13.91,281.6,,0.6843,LOW
"Mushroom, pioppini",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.0,0.486,15.99,392.4,,0.8573,LOW
"Mushroom, portabella",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,3.235,0.139,9.037,349.3,,0.3888,LOW
"Mushrooms, shiitake",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.7663,0.1443,14.06,243.0,,0.7641,LOW
"Mushrooms, white button",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,5.465,0.2267,10.16,373.0,,0.511,LOW
"Mustard, Yellow, Prepared, French's Classic Yellow Mustard, Minerals - NFY0210L1",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,64.0,1.58,44.5,142.0,,0.6,LOW
"Mustard, Yellow, Prepared, French's Classic Yellow Mustard, Vitamin K - NFY0210L0",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,0.85,,LOW
"Mustard, Yellow, Prepared, Store Brand, Minerals - NFY0210N4",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,64.0,1.79,47.7,141.0,,0.69,LOW
"Mustard, Yellow, Prepared, Store Brand, Minerals - NFY0210O5",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,63.0,1.33,46.0,125.0,,0.62,LOW
"Mustard, Yellow, Prepared, Store Brand, Vitamin K - NFY0210N3",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,0.8,,LOW
"Mustard, Yellow, Prepared, Store Brand, Vitamin K - NFY0210O4",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,0.85,,LOW
"Mustard, prepared, yellow",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,63.0,1.59,47.7,150.0,0.5,0.64,LOW
"Nectarines, Raw, Pass 2, Region 1, n/a, Yes, Minerals - NFY010BUB",LOW,LOW,LOW,LOW,LOW,LOW,LOW,0.0,0.24,9.4,111.0,,0.18,LOW
"Nectarines, Raw, Pass 2, Region 1, n/a, Yes, Vitamin K - NFY010BUY",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,0.85,,LOW
"Nectarines, Raw, Pass 2, Region 2, n/a, Yes, Minerals - NFY010BV7",LOW,LOW,LOW,LOW,LOW,LOW,LOW,0.0,0.13,7.8,74.0,,0.31,LOW
"Nectarines, Raw, Pass 2, Region 2, n/a, Yes, Vitamin K - NFY010BVS",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,0.65,,LOW
"Nectarines, Raw, Pass 2, Region 3, n/a, Yes, Minerals - NFY010BW0",LOW,LOW,LOW,LOW,LOW,LOW,LOW,0.0,0.21,8.8,153.0,,0.19,LOW
"Nectarines, Raw, Pass 2, Region 3, n/a, Yes, Vitamin K - NFY010BWL",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,1.15,,LOW
"Nectarines, Raw, Pass 2, Region 4, n/a, Yes, Minerals - NFY010BWT",LOW,LOW,LOW,LOW,LOW,LOW,LOW,0.0,0.45,8.6,114.0,,0.26,LOW
"Nectarines, Raw, Pass 2, Region 4, n/a, Yes, Vitamin K - NFY010BXG",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,1.25,,LOW
"Nectarines, fresh, Region 1, n/a, Yes - Minerals, Se, NF0008LS",LOW,LOW,LOW,LOW,LOW,LOW,LOW,6.0,0.35,8.9,149.0,,0.16,LOW
"Nectarines, fresh, Region 2, n/a, Yes - Minerals, Se, NF0008MP",LOW,LOW,LOW,LOW,LOW,LOW,LOW,5.0,0.4,8.9,150.0,,0.14,LOW
"Nectarines, fresh, Region 4, n/a, Yes - Minerals, Se, NF0008OD",LOW,LOW,LOW,LOW,LOW,LOW,LOW,5.0,0.31,9.1,166.0,,0.2,LOW
"Nectarines, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,2.0,0.3,8.8,131.0,1.0,0.21,LOW
"Nuts, almonds, dry roasted, with salt added",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,273.0,3.17,258.0,684.0,0.0,2.8,LOW
"Nuts, almonds, raw, whole",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,253.625,3.74125,257.5625,732.75,0.0,2.8649999999999998,LOW
"Nuts, almonds, whole, raw",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,253.6,3.741,257.6,732.8,0.0,2.865,LOW
"Nuts, brazilnuts, raw",MEDIUM,LOW,MEDIUM,HIGH,HIGH,HIGH,LOW,167.8,2.474,351.3,592.5,,3.824,LOW
"Nuts, cashew nuts, raw",LOW,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOW,41.95,5.988,250.6,638.3,,5.071,LOW
"Nuts, hazelnuts or filberts, raw",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,134.7,3.465,155.8,635.9,,2.334,LOW
"Nuts, macadamia nuts, raw",LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,52.71,1.881,106.8,372.6,,1.2,LOW
"Nuts, pecans, halves, raw",LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,LOW,54.83,2.371,102.9,360.3,1.3666666666666665,3.93,LOW
"Nuts, pecans, raw, halves",LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,LOW,54.825,2.37125,102.85,360.3125,1.3791666666666667,3.93,LOW
"Nuts, pine nuts, raw",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,8.736222222222223,5.36,205.8777777777778,654.8111111111111,1.0546666666666666,5.712555555555555,LOW
"Nuts, pistachio nuts, raw",MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,LOW,117.4,3.456,109.7,947.0,,2.176,LOW
"Nuts, walnuts, English, halves, raw",LOW,LOW,MEDIUM,HIGH,HIGH,MEDIUM,LOW,88.26,2.235,142.4,423.5,0.5666666666666667,2.76,LOW
"Nuts, walnuts, English, raw, halves",LOW,LOW,MEDIUM,HIGH,HIGH,MEDIUM,LOW,88.2625,2.235,142.375,423.5,0.5750000000000001,2.76,LOW
"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,26.6,2.306,33.9,273.0,,0.614,LOW
"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,30.333333333333332,2.2583333333333333,31.233333333333334,220.83333333333334,,0.6233333333333333,LOW
"OIL, OLIVE, EXTRA LIGHT",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,8.679166666666667,,LOW
"OIL, PEANUT",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,1.4208333333333334,,LOW
"OIL, SAFFLOWER",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,1.78125,,LOW
"OIL, SUNFLOWER",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,2.308333333333333,,LOW
"ONIONS, RED",LOW,LOW,LOW,LOW,LOW,LOW,LOW,16.666666666666668,0.23666666666666666,11.4,196.83333333333334,,0.16666666666666666,LOW
"ONIONS, WHITE",LOW,LOW,LOW,LOW,LOW,LOW,LOW,20.666666666666668,0.15166666666666667,9.333333333333334,141.16666666666666,,0.12333333333333334,LOW
"ONIONS, YELLOW",LOW,LOW,LOW,LOW,LOW,LOW,LOW,15.0,0.2833333333333333,9.049999999999999,181.83333333333334,,0.19999999999999998,LOW
"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",LOW,LOW,LOW,LOW,LOW,LOW,LOW,9.2875,0.0706125,10.26125,182.75,,0.03205625,MEDIUM
"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",LOW,LOW,LOW,LOW,LOW,LOW,LOW,12.8125,0.06457500000000001,10.635,179.5,,0.0318875,MEDIUM
"Oat milk, unsweetened, plain, refrigerated",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,148.5,0.2612,5.909,148.4,0.13333333333333333,0.09062,LOW
"Oatmeal cookies with raisins, packaged",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,5.7,,LOW
"Oats, whole grain, rolled, old fashioned",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,45.525555555555556,4.338777777777778,126.3111111111111,350.06666666666666,,2.743777777777778,LOW
"Oats, whole grain, steel cut",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,51.33777777777778,3.801222222222222,128.56666666666666,375.8777777777778,,2.8425555555555557,LOW
"Oil, coconut",LOW,LOW,LOW,LOW,LOW,LOW,LOW,1.0,0.05,0.0,0.0,0.19999999999999998,0.02,LOW
"Oil, olive, extra light",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,8.68,,LOW
"Oil, peanut",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,1.421,,LOW
"Oil, safflower",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,1.7813333333333334,,LOW
"Oil, sunflower",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,2.308333333333333,,LOW
Olives green stuffed with pimentos,MEDIUM,MEDIUM,LOW,LOW,LOW,LOW,LOW,120.61538461538461,0.30615384615384617,12.392307692307693,43.15384615384615,,0.09307692307692307,LOW
"Olives, green, Manzanilla, stuffed with pimiento",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,121.0,0.31,12.4,43.0,5.533333333333334,0.09,LOW
"Olives, green, stuffed with pimentos - NFY1213MQ",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,5.733333333333333,,LOW
"Olives, green, stuffed with pimentos - NFY1213ND",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,5.566666666666666,,LOW
"Olives, green, stuffed with pimentos - NFY1213OM",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,5.566666666666666,,LOW
"Olives, green, stuffed with pimentos - NFY1213P7",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,6.733333333333333,,LOW
"Olives, green, stuffed with pimentos - NFY1213PU",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,4.2,,LOW
"Olives, green, stuffed with pimentos - NFY1213QH",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,5.3999999999999995,,LOW
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,28.0,1.14,20.4,135.0,,0.59,LOW
"Onions, red, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,17.0,0.24,11.4,197.0,,0.17,LOW
"Onions, white, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,21.0,0.15,9.3,141.0,,0.12,LOW
"Onions, yellow, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,15.0,0.28,9.0,182.0,,0.2,LOW
"Orange juice, no pulp, not fortified, from concentrate, refrigerated",LOW,LOW,LOW,LOW,LOW,LOW,LOW,12.81,0.06458,10.64,179.5,,0.03189,MEDIUM
